TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountAmount,State
162,5/4/2025,1004,2022,403,0,671.18,10,MN
163,5/4/2025,1032,2094,404,0,493.35,5,IA
164,5/4/2025,1190,2008,404,3,266.36,20,TX
165,5/4/2025,1199,2046,401,3,167.15,5,MO
166,5/4/2025,1128,2028,401,2,2041.41,10,MN
167,5/4/2025,1117,2082,401,0,799.8,60,IA
168,5/4/2025,1122,2051,404,0,234.64,50,TX
169,5/4/2025,1125,2091,404,0,1811.58,25,MO
170,5/4/2025,1020,2041,402,0,0,1,MN
171,5/4/2025,1032,2035,403,3,4499.95,0,IA
172,5/4/2025,1152,2067,403,3,872.85,20,TX
173,5/4/2025,1129,2077,404,0,2809.15,17,MO
174,5/4/2025,1179,2014,402,3,738.9,25,MN
175,5/4/2025,1115,2029,404,2,0,10,IA
176,5/4/2025,1116,2051,404,0,351.96,5,TX
177,5/4/2025,1080,2054,403,2,3602.04,20,MO
178,5/4/2025,1095,2019,404,0,933.93,5,MN
179,5/4/2025,1023,2010,401,3,0,10,IA
180,5/4/2025,1024,2095,403,1,3533.69,60,TX
181,5/4/2025,1142,2007,403,0,583.39,50,MO
182,5/4/2025,1105,2045,404,0,624.28,25,MN
183,5/4/2025,1073,2076,403,2,1934.57,1,IA
184,5/4/2025,1026,2073,402,1,1797.95,20,TX
185,5/4/2025,1168,2061,402,0,599.76,17,MO
186,5/4/2025,1089,2071,403,0,0,25,MN
187,5/4/2025,1195,2035,402,3,0,10,IA
188,5/4/2025,1143,2098,401,2,2178.86,5,TX
189,5/4/2025,1007,2023,403,2,751.63,20,MO
190,5/4/2025,1086,2044,401,1,373.64,5,MN
191,5/4/2025,1036,2072,404,0,1260.9,10,IA
192,5/4/2025,1036,2094,401,0,2466.75,60,TX
193,5/4/2025,1191,2067,402,3,872.85,50,MO
194,5/4/2025,1107,2058,403,1,1800.22,25,MN
195,5/4/2025,1094,2039,403,0,1952.88,1,IA
196,5/4/2025,1013,2019,402,0,0,20,TX
197,5/4/2025,1172,2010,403,3,0,17,MO
198,5/4/2025,1169,2054,404,3,900.51,25,MN
199,5/4/2025,1106,2034,402,0,136.17,10,IA
200,5/4/2025,1088,2055,401,2,129.46,5,TX
201,5/4/2025,1173,2086,404,2,715.28,20,MO
202,5/4/2025,1011,2028,404,0,0,5,MN
203,5/4/2025,1001,2026,403,1,190.4,10,IA
204,5/4/2025,1196,2017,403,2,370.96,60,TX
205,5/4/2025,1083,2015,401,3,0,50,MO
206,5/4/2025,1191,2055,402,1,48.55,25,MN
207,5/4/2025,1097,2068,402,2,1312.38,1,IA
208,5/4/2025,1018,2050,401,3,0,20,TX
209,5/4/2025,1004,2058,401,2,1066.8,17,MO
210,5/4/2025,1147,2054,404,3,2701.53,25,MN
211,5/4/2025,1074,2014,404,0,738.9,10,IA
212,5/4/2025,1083,2021,404,2,668.33,5,TX
213,5/4/2025,1022,2055,401,1,97.09,20,MO
214,5/4/2025,1111,2075,404,0,1561.28,5,MN
215,5/4/2025,1101,2039,403,1,2636.39,10,IA
216,5/4/2025,1085,2099,402,0,646.32,60,TX
217,5/4/2025,1130,2081,401,1,1343.2,50,MO
218,5/4/2025,1198,2044,403,1,186.82,25,MN
219,5/4/2025,1060,2013,402,2,0,1,IA
220,5/4/2025,1050,2022,402,0,671.18,20,TX
221,5/4/2025,1045,2098,404,3,907.86,17,MO
222,5/4/2025,1193,2072,404,2,1681.2,25,MN
223,5/4/2025,1160,2040,402,3,138.16,10,IA
224,5/4/2025,1017,2060,404,2,0,5,TX
225,5/4/2025,1070,2075,401,2,624.51,20,MO
226,5/4/2025,1129,2009,403,3,198.93,5,MN
227,5/4/2025,1115,2004,401,2,2225.4,10,IA
228,5/4/2025,1073,2009,401,3,66.31,60,TX
229,5/4/2025,1118,2074,401,3,659.5,50,MO
230,5/4/2025,1146,2083,402,2,614.53,25,MN
231,5/4/2025,1154,2060,402,0,408.38,1,IA
232,5/4/2025,1115,2013,403,0,2806.08,0,TX
233,5/4/2025,1129,2082,402,0,1066.4,20,MO
234,5/4/2025,1063,2090,404,3,71.64,17,MN
235,5/4/2025,1134,2066,402,2,1238.54,25,IA
236,5/4/2025,1095,2036,404,3,653.94,10,TX
237,5/4/2025,1198,2043,401,2,1397.52,5,MO
238,5/4/2025,1016,2042,401,3,0,20,MN
239,5/4/2025,1072,2032,402,2,1512.96,5,IA
240,5/4/2025,1020,2074,402,2,527.6,10,TX
241,5/4/2025,1079,2083,404,1,691.34,60,MO
242,5/4/2025,1152,2090,401,2,57.31,50,MN
243,5/4/2025,1143,2048,403,1,0,25,IA
244,5/4/2025,1171,2089,401,3,1654.08,1,TX
245,5/4/2025,1130,2046,401,2,106.98,20,MO
246,5/4/2025,1079,2023,402,2,3006.53,17,MN
247,5/4/2025,1196,2062,402,1,1114.85,25,IA
248,5/4/2025,1035,2019,401,2,0,10,TX
249,5/4/2025,1025,2064,401,2,705.7,5,MO
250,5/4/2025,1196,2079,402,3,2851.62,20,MN
251,5/4/2025,1039,2020,402,1,338.25,5,IA
252,5/4/2025,1184,2056,401,3,1574.16,10,TX
253,5/4/2025,1093,2086,402,3,3576.4,60,MO
254,5/4/2025,1156,2036,404,1,392.36,50,MN
255,5/4/2025,1136,2030,403,3,509.91,25,IA
256,5/4/2025,1049,2047,404,3,1674.9,1,TX
257,5/4/2025,1196,2036,404,3,0,20,MO
258,5/4/2025,1041,2025,402,2,671.09,17,MN
259,5/4/2025,1013,2082,404,2,1066.4,25,IA
260,5/4/2025,1141,2013,401,2,748.29,10,TX
261,5/4/2025,1021,2097,402,2,673.68,5,MO
262,5/4/2025,1115,2065,402,3,1881.36,20,MN
263,5/4/2025,1023,2028,404,2,510.35,5,IA
264,5/4/2025,1006,2053,401,3,610.15,10,TX
265,5/4/2025,1128,2047,402,3,1004.94,60,MO
266,5/4/2025,1020,2047,402,0,669.96,50,MN
267,5/4/2025,1081,2012,403,1,1682.61,25,IA
268,5/4/2025,1035,2004,403,3,927.25,1,TX
269,5/4/2025,1178,2017,404,3,1854.8,20,MO
270,5/4/2025,1157,2000,401,0,1938.62,17,MN
271,5/4/2025,1065,2027,402,3,775.83,25,IA
272,5/4/2025,1028,2099,403,1,3490.13,10,TX
273,5/4/2025,1077,2015,401,1,1822.42,5,MO
274,5/4/2025,1107,2081,404,0,2238.66,20,MN
275,5/4/2025,1028,2063,401,1,994.43,5,IA
276,5/4/2025,1183,2018,403,3,2711.3,10,TX
277,5/4/2025,1000,2078,403,1,0,60,MO
278,5/4/2025,1146,2053,402,0,1220.3,50,MN
279,5/4/2025,1134,2046,401,0,33.43,25,IA
280,5/4/2025,1099,2060,401,3,1633.52,1,TX
281,5/4/2025,1095,2032,401,2,1512.96,20,MO
282,5/4/2025,1017,2044,402,0,207.58,17,MN
283,5/4/2025,1197,2074,403,1,593.55,25,IA
284,5/4/2025,1011,2045,403,1,842.78,10,TX
285,5/4/2025,1199,2087,404,3,159.32,5,MO
286,5/4/2025,1161,2023,402,0,939.54,20,MN
287,5/4/2025,1183,2099,404,0,1292.64,5,IA
288,5/4/2025,1075,2025,401,1,0,10,TX
289,5/4/2025,1010,2040,403,3,138.16,60,MO
290,5/4/2025,1139,2060,403,0,1225.14,50,MN
291,5/4/2025,1192,2082,402,2,213.28,25,IA
292,5/4/2025,1091,2099,401,2,1034.11,1,TX
293,5/4/2025,1069,2015,403,3,2699.88,0,MO
294,5/4/2025,1102,2095,404,3,1472.37,20,MN
295,5/4/2025,1086,2023,404,3,3758.16,17,IA
296,5/4/2025,1094,2066,403,0,1032.12,25,TX
297,5/4/2025,1186,2054,401,3,0,10,MO
298,5/4/2025,1154,2023,403,2,751.63,5,MN
299,5/4/2025,1026,2010,403,2,62.27,20,IA
300,5/4/2025,1078,2057,404,1,393.28,5,TX
301,5/4/2025,1176,2056,403,3,524.72,10,MO
302,5/4/2025,1010,2093,403,3,0,60,MN
303,5/4/2025,1070,2081,401,0,1492.44,50,IA
304,5/4/2025,1171,2081,404,2,596.98,25,TX
305,5/4/2025,1131,2095,402,0,1472.37,1,MO
306,5/4/2025,1036,2077,404,0,1123.66,20,MN
307,5/4/2025,1032,2008,402,2,106.54,17,IA
308,5/4/2025,1092,2049,401,1,0,25,TX
309,5/4/2025,1173,2057,403,2,349.58,10,MO
310,5/4/2025,1113,2097,401,1,757.89,5,MN
311,5/4/2025,1135,2046,404,2,80.23,20,IA
312,5/4/2025,1166,2035,402,0,899.99,5,TX
313,5/4/2025,1006,2094,402,3,1480.05,10,MO
314,5/4/2025,1132,2049,401,2,1503.74,60,MN
315,5/4/2025,1198,2033,404,1,2257.88,50,IA
316,5/4/2025,1156,2036,404,1,784.73,25,TX
317,5/4/2025,1031,2017,401,3,0,1,MO
318,5/4/2025,1044,2091,404,0,1811.58,20,MN
319,5/4/2025,1174,2040,403,0,34.54,17,IA
320,5/4/2025,1140,2069,403,2,557.74,25,TX
321,5/4/2025,1040,2091,402,2,724.63,10,MO
322,5/4/2025,1130,2028,401,1,574.15,5,MN
323,5/4/2025,1035,2030,404,0,339.94,20,IA
324,5/4/2025,1092,2070,403,3,102.54,5,TX
325,5/4/2025,1141,2016,401,0,0,10,MO
326,5/4/2025,1079,2050,404,3,186.78,60,MN
327,5/4/2025,1196,2052,401,1,2632.54,50,IA
328,5/4/2025,1081,2082,401,3,1066.4,25,TX
329,5/4/2025,1119,2087,403,1,0,1,MO
330,5/4/2025,1199,2070,402,1,30.76,20,MN
331,5/4/2025,1110,2064,401,0,0,17,IA
332,5/4/2025,1132,2019,403,1,1681.07,25,TX
333,5/4/2025,1041,2041,402,2,643.37,10,MO
334,5/4/2025,1132,2036,401,2,348.77,5,MN
335,5/4/2025,1050,2081,403,1,2686.39,20,IA
336,5/4/2025,1160,2038,401,1,0,5,TX
337,5/4/2025,1151,2074,402,1,1187.1,10,MO
338,5/4/2025,1168,2079,403,0,1901.08,60,MN
339,5/4/2025,1007,2010,401,2,62.27,50,IA
340,5/4/2025,1166,2026,404,0,0,25,TX
341,5/4/2025,1127,2080,403,2,1997.42,1,MO
342,5/4/2025,1123,2031,404,2,1356.72,20,MN
343,5/4/2025,1116,2009,401,1,119.36,17,IA
344,5/4/2025,1112,2053,404,3,0,25,TX
345,5/4/2025,1052,2043,402,2,698.76,10,MO
346,5/4/2025,1183,2040,403,3,103.62,5,MN
347,5/4/2025,1033,2097,403,0,4210.5,20,IA
348,5/4/2025,1081,2030,404,0,339.94,5,TX
349,5/4/2025,1068,2057,402,1,1179.85,10,MO
350,5/4/2025,1024,2006,403,3,594,60,MN
351,5/4/2025,1157,2053,402,1,1098.27,50,IA
352,5/4/2025,1083,2073,403,1,2247.44,25,TX
353,5/4/2025,1195,2020,404,3,1879.15,1,MO
354,5/4/2025,1127,2039,404,0,1952.88,0,MN
355,5/4/2025,1023,2050,404,1,0,20,IA
356,5/4/2025,1055,2074,403,0,1978.5,17,TX
357,5/4/2025,1012,2036,404,3,653.94,25,MO
358,5/4/2025,1073,2068,401,0,2460.72,10,MN
359,5/4/2025,1110,2017,403,2,370.96,5,IA
360,5/4/2025,1195,2051,403,0,117.32,20,TX
361,5/4/2025,1102,2006,402,2,792,5,MO
362,5/4/2025,1141,2036,401,3,871.92,10,MN
363,5/4/2025,1129,2057,403,0,1747.92,60,IA
364,5/4/2025,1032,2012,404,2,997.1,50,TX
365,5/4/2025,1086,2071,403,1,553.64,25,MO
366,5/4/2025,1050,2077,404,0,561.83,1,MN
367,5/4/2025,1011,2004,402,2,0,20,IA
368,5/4/2025,1121,2066,404,1,0,17,TX
369,5/4/2025,1155,2065,402,2,1128.82,25,MO
370,5/4/2025,1156,2040,402,3,138.16,10,MN
371,5/4/2025,1157,2094,403,2,1578.72,5,IA
372,5/4/2025,1129,2065,404,2,752.54,20,TX
373,5/4/2025,1121,2002,403,2,2771.2,5,MO
374,5/4/2025,1172,2014,404,2,197.04,10,MN
375,5/4/2025,1185,2088,401,3,2128.05,60,IA
376,5/4/2025,1067,2083,402,0,0,50,TX
377,5/4/2025,1149,2061,402,3,1199.52,25,MO
378,5/4/2025,1037,2087,402,0,318.64,1,MN
379,5/4/2025,1146,2089,401,1,744.34,20,IA
380,5/4/2025,1004,2056,403,3,2098.88,17,TX
381,5/4/2025,1038,2052,402,3,2193.78,25,MO
382,5/4/2025,1128,2099,404,0,3877.92,10,MN
383,5/4/2025,1180,2017,402,2,741.92,5,IA
384,5/4/2025,1169,2061,404,2,319.87,20,TX
385,5/4/2025,1044,2058,403,2,1066.8,5,MO
386,5/4/2025,1173,2098,403,3,3631.44,10,MN
387,5/4/2025,1049,2031,403,2,1356.72,60,IA
388,5/4/2025,1057,2038,403,1,2501.58,50,TX
389,5/4/2025,1176,2090,404,2,343.87,25,MO
390,5/4/2025,1122,2044,403,2,166.06,1,MN
391,5/4/2025,1031,2073,404,3,1498.29,20,IA
392,5/4/2025,1088,2098,402,2,726.29,17,TX
393,5/4/2025,1010,2036,401,2,348.77,25,MO
394,5/4/2025,1113,2083,403,3,3072.64,10,MN
395,5/4/2025,1054,2025,403,2,671.09,5,IA
396,5/4/2025,1035,2013,402,1,1683.65,20,TX
397,5/4/2025,1012,2085,402,1,217.94,5,MO
398,5/4/2025,1013,2012,404,2,1994.21,10,MN
399,5/4/2025,1183,2060,401,1,367.54,60,IA
400,5/4/2025,1001,2070,402,3,102.54,50,TX
401,5/4/2025,1167,2060,404,1,735.08,25,MO
402,5/4/2025,1193,2036,403,2,348.77,1,MN
403,5/4/2025,1165,2007,401,1,0,20,IA
404,5/4/2025,1136,2094,401,1,1776.06,17,TX
405,5/4/2025,1106,2022,401,3,671.18,25,MO
406,5/4/2025,1126,2023,403,0,0,10,MN
407,5/4/2025,1002,2038,401,2,1482.42,5,IA
408,5/4/2025,1072,2058,404,1,1200.15,20,TX
409,5/4/2025,1129,2059,403,1,1382.54,5,MO
410,5/4/2025,1028,2042,402,3,502.83,10,MN
411,5/4/2025,1165,2032,402,0,0,60,IA
412,5/4/2025,1188,2043,403,1,1572.21,50,TX
413,5/4/2025,1044,2078,404,3,426.03,25,MO
414,5/4/2025,1131,2041,401,3,3216.84,1,MN
415,5/4/2025,1171,2012,402,1,1121.74,0,IA
416,5/4/2025,1122,2041,402,0,1608.42,20,TX
417,5/4/2025,1066,2049,402,3,0,17,MO
418,5/4/2025,1192,2034,403,2,326.81,25,MN
419,5/4/2025,1149,2092,401,2,1157.3,10,IA
420,5/4/2025,1167,2046,402,0,133.72,5,TX
421,5/4/2025,1170,2015,404,2,0,20,MO
422,5/4/2025,1040,2051,403,0,469.28,5,MN
423,5/4/2025,1163,2037,403,1,0,10,IA
424,5/4/2025,1056,2017,404,1,834.66,60,TX
425,5/4/2025,1116,2095,403,3,490.79,50,MO
426,5/4/2025,1179,2070,404,1,61.52,25,MN
427,5/4/2025,1195,2031,401,3,1695.9,1,IA
428,5/4/2025,1135,2090,403,0,0,20,TX
429,5/4/2025,1144,2014,401,1,443.34,17,MO
430,5/4/2025,1146,2068,402,1,2952.86,25,MN
431,5/4/2025,1083,2066,404,0,516.06,10,IA
432,5/4/2025,1174,2026,404,0,423.12,5,TX
433,5/4/2025,1130,2057,401,3,1747.92,20,MO
434,5/4/2025,1033,2065,404,3,0,5,MN
435,5/4/2025,1144,2007,404,2,933.42,10,IA
436,5/4/2025,1185,2002,404,2,692.8,60,TX
437,5/4/2025,1000,2095,402,0,0,50,MO
438,5/4/2025,1011,2054,403,0,900.51,25,MN
439,5/4/2025,1138,2007,401,3,2333.56,1,IA
440,5/4/2025,1008,2036,404,1,196.18,20,TX
441,5/4/2025,1196,2017,404,2,741.92,17,MO
442,5/4/2025,1097,2057,404,3,436.98,25,MN
443,5/4/2025,1020,2087,402,2,637.28,10,IA
444,5/4/2025,1030,2022,404,1,604.06,5,TX
445,5/4/2025,1186,2028,401,0,2551.76,20,MO
446,5/4/2025,1076,2059,404,3,1536.15,5,MN
447,5/4/2025,1058,2031,404,2,0,10,IA
448,5/4/2025,1039,2035,402,0,899.99,60,TX
449,5/4/2025,1008,2084,404,0,845.55,50,MO
450,5/4/2025,1061,2026,401,0,423.12,25,MN
451,5/4/2025,1152,2004,404,0,2781.75,1,IA
452,5/4/2025,1062,2094,401,3,1973.4,20,TX
453,5/4/2025,1112,2029,402,0,13.51,17,MO
454,5/4/2025,1035,2064,403,1,0,25,MN
455,5/4/2025,1187,2073,403,2,399.54,10,IA
456,5/4/2025,1060,2038,402,1,3335.44,5,TX
457,5/4/2025,1105,2038,403,0,1853.02,20,MO
458,5/4/2025,1142,2075,402,3,3903.2,5,MN
459,5/4/2025,1142,2063,401,2,1325.9,10,IA
460,5/4/2025,1164,2085,404,2,387.44,60,TX
461,5/4/2025,1178,2053,404,1,1647.4,50,MO
462,5/4/2025,1076,2048,402,3,1072.89,25,MN
463,5/4/2025,1061,2028,403,1,1148.29,1,IA
464,5/4/2025,1118,2007,404,3,1750.17,20,TX
465,5/4/2025,1142,2067,402,3,1163.8,17,MO
466,5/4/2025,1062,2032,402,2,756.48,25,MN
467,5/4/2025,1165,2010,404,2,124.54,10,IA
468,5/4/2025,1023,2068,402,0,2460.72,5,TX
469,5/4/2025,1068,2048,401,0,715.26,20,MO
470,5/4/2025,1048,2097,402,3,0,5,MN
471,5/4/2025,1053,2042,403,0,167.61,10,IA
472,5/4/2025,1054,2024,401,3,372.81,60,TX
473,5/4/2025,1062,2089,402,3,1240.56,50,MO
474,5/4/2025,1061,2070,403,2,27.34,25,MN
475,5/4/2025,1097,2059,403,2,0,1,IA
476,5/4/2025,1066,2046,404,3,200.58,0,TX
477,5/4/2025,1025,2092,404,2,771.54,20,MO
478,5/4/2025,1052,2047,403,3,334.98,17,MN
479,5/4/2025,1011,2072,402,1,756.54,25,IA
480,5/4/2025,1004,2033,404,2,0,10,TX
481,5/4/2025,1039,2025,403,1,503.32,5,MO
482,5/4/2025,1097,2072,402,3,420.3,20,MN
483,5/4/2025,1140,2083,403,2,1843.58,5,IA
484,5/4/2025,1195,2062,404,3,3096.8,10,TX
485,5/4/2025,1043,2093,403,1,1360.69,60,MO
486,5/4/2025,1035,2092,404,1,0,50,MN
487,5/4/2025,1138,2082,401,0,533.2,25,IA
488,5/4/2025,1019,2085,401,0,484.3,1,TX
489,5/4/2025,1105,2017,402,0,1391.1,20,MO
490,5/4/2025,1181,2019,401,1,4202.68,17,MN
491,5/4/2025,1129,2058,403,0,1333.5,25,IA
492,5/4/2025,1158,2081,404,3,2984.88,10,TX
493,5/4/2025,1004,2000,404,0,2907.93,5,MO
494,5/4/2025,1004,2067,403,2,465.52,20,MN
495,5/4/2025,1004,2064,404,1,1323.18,5,IA
